amount,velocity_1m,avg_amount_1m,merchant_diversity_1m,is_fraud
5764.720097941759,1,5764.72,1,False
3432.7664493474354,1,3432.77,1,False
6437.465188605958,1,6437.47,1,False
2128.59698524963,2,3946.66,2,False
9960.957810533837,1,9960.96,1,False
3411.92214004889,3,3768.41,3,False
14758.780526386574,2,12359.87,1,False
11868.333273339545,2,7650.55,2,False
10731.622474515623,3,8677.57,3,False
12423.149359193054,2,9430.31,2,False
302.89599867038174,1,302.9,1,False
13035.966541308771,3,10632.19,2,False
984.8525991339707,4,3072.52,3,False
753.7178625136652,2,528.31,2,False
3852.782393069636,4,7471.38,3,False
12173.626681760668,3,12297.79,1,False
1993.1574670467285,3,1016.59,2,False
2255.7579341865535,5,2909.17,3,False
4672.193693392741,5,6911.54,3,False
1855.4998201644946,4,8438.02,3,False
1186.7978623906704,4,1059.14,3,False
6593.00129977863,6,6858.45,3,False
3628.6679871169313,4,10130.51,2,False
123072.36433205663,5,25461.79,3,True
3930.2991241090926,5,7536.48,3,False
6822.351197424982,6,3561.37,3,False
378.5763283264967,6,21281.25,3,False
5302.162372717335,7,3810.05,3,False
15106.848989984244,5,11125.78,2,False
128503.59318086582,8,19396.74,3,True
11697.744719626036,7,7549.78,3,False
1966.798322447617,9,17460.08,3,False
12678.15225670873,8,8190.82,3,False
6741.4599289398575,9,8029.78,3,False
3966.8867328707174,6,9932.63,2,False
1740.6915835516536,7,18489.74,3,False
622.1884923352568,8,16256.3,3,False
14742.00002816159,10,8701.01,3,False
392.2406720986658,9,14493.63,3,False
8762.310396514198,11,8706.58,3,False
5982.682166303382,12,8479.59,3,False
778.326790478653,10,13122.1,3,False
12238.217145914448,13,8768.71,3,False
4455.744066001152,7,9150.22,2,False
260912.72322786573,10,41805.35,3,True
10170.087232148002,8,9277.7,2,False
16917.063488984782,9,10126.52,2,False
11519.304085555763,10,10265.8,2,False
13189.831366400962,6,8478.7,3,False
398.70669380465574,11,11965.42,3,False
15426.66349122618,7,9471.27,3,False
5688.3801618329335,11,38521.99,3,False
13586.184514276478,11,10567.65,2,False
411.7797361058877,12,11002.62,3,False
8828.879736336765,14,8773.01,3,False
1183.0233345281263,12,35410.41,3,False
1763.1153191486776,13,10291.89,3,False
2382.022237560217,13,32869.76,3,False
1433.1017348626658,14,9659.12,3,False
919.5516808435972,15,9076.48,3,False
5795.8953837544805,14,30935.91,3,False
11954.125189614671,15,8985.08,3,False
8312.381115991093,16,8943.04,3,False
1895.3067811594085,15,28999.87,3,False
6868.5958667297355,8,9145.93,3,False
9612.754337328486,12,10488.08,3,False
13945.915974442423,17,9237.33,3,False
743.6499707108878,16,8555.68,3,False
4516.613905346631,9,8631.56,3,False
1287.057753752618,17,8128.11,3,False
619.7607956619457,18,7710.98,3,False
2995.927752415023,16,27374.63,3,False
17940.607661625487,10,9562.47,3,False
5051.283063091728,17,26061.49,3,False
1042.7285449963897,19,7360.02,3,False
11479.233789432777,11,9736.72,3,False
13658.83078143954,12,10063.56,3,False
4955.097730288691,18,8999.43,3,False
1312.6270558837725,18,24686.55,3,False
1448.1328285860825,20,7064.43,3,False
1991.9903972703173,21,6822.88,3,False
12511.75592166169,13,10251.89,3,False
2887.695904985018,19,8677.76,3,False
1052.6202124973045,22,6560.6,3,False
11782.887979185416,20,8833.01,3,False
6713.445185665329,19,23740.6,3,False
488.3326009895747,23,6296.59,3,False
6491.534191778045,14,9983.29,3,False
8090.742559955003,15,9857.12,3,False
3433.150260026445,13,9945.39,3,False
10893.548679819602,14,10013.11,3,False
2150.3404771924947,24,6123.83,3,False
8359.745642264696,15,9902.89,3,False
6860.231047051048,21,8739.07,3,False
9967.557203002552,16,9864.02,3,False
1398.6000114645285,25,5934.82,3,False
4257.013713293953,20,22766.42,3,False
21026.10441024763,22,9297.57,3,False
16109.877755670792,16,10290.83,3,False
5289.7385640757375,21,21934.2,3,False
8748.298422201127,17,10200.09,3,False
4733.337885628273,22,21152.34,3,False
75116.00896488252,23,23498.59,4,True
1106.3530579189833,26,5749.11,3,False
4824.689586704569,24,22720.51,4,False
18257.87234375248,18,10647.74,3,False
1743.5693012495688,25,21881.43,4,False
341.0106743434965,27,5548.81,3,False
9516.329974757862,17,9843.57,3,False
5843.3203231435455,26,21264.58,4,False
103454.80596253758,19,15532.33,3,True
6615.334296661047,18,9664.22,3,False
12639.297895931491,23,9442.86,3,False
96065.32171056805,27,24034.98,4,True
602.5429065100643,28,5372.15,3,False
11998.738569308614,19,9787.09,3,False
5850.001878076407,24,9293.16,3,False
768.7701320610722,29,5213.42,3,False
3216.4121600650406,28,23291.46,4,False
